"TOA5","CS110","CR1000","93710","CR1000.Std.32.04","CPU:CS110_1675_5Hz.cr1","47528","Tab"
"TIMESTAMP","RECORD","E_field","status","leakage_cur","panel_temp","battery_volt","internal_RH"
"TS","RN","volts/m","","nA","DegC","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-06-26 15:09:44.6",190,-0.0041143,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:44.8",191,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:45",192,0.3000022,1,0.011,21.48,11.99,40.74
"2023-06-26 15:09:45.2",193,-0.004113227,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:45.4",194,-0.004113227,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:45.6",195,0.3000022,1,0.011,21.48,11.99,40.74
"2023-06-26 15:09:45.8",196,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:46",197,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:46.2",198,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:46.4",199,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:46.6",200,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:46.8",201,0.6041122,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:47",202,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:47.2",203,-0.004113227,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:47.4",204,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:47.6",205,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:47.8",206,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:48",207,-0.004112184,1,0.011,21.48,11.99,40.74
"2023-06-26 15:09:48.2",208,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:48.4",209,-0.3082265,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:48.6",210,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:48.8",211,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:49",212,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:49.2",213,-0.3082254,1,0.011,21.48,11.99,40.74
"2023-06-26 15:09:49.4",214,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:49.6",215,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:49.8",216,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:50",217,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:50.2",218,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:50.4",219,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:50.6",220,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:50.8",221,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:51",222,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:51.2",223,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:51.4",224,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:51.6",225,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:51.8",226,-0.004113227,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:52",227,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:52.2",228,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:52.4",229,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:52.6",230,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:52.8",231,0.3,1,0.01,21.48,11.99,40.74
"2023-06-26 15:09:53",232,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:53.2",233,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:53.4",234,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:53.6",235,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:53.8",236,0.3000022,1,0.011,21.48,11.99,40.74
